LS_HE,CD_HE,UC_HE,kegg,over.abundant.health.conf,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD.SRS301865,CD.SRS301866,CD.SRS301867,CD.SRS301868,CD.SRS301869,CD.SRS301870,CD.SRS301871,CD.SRS301872,CD.SRS301873,CD.SRS301874,CD.SRS301875,CD.SRS301876,CD.SRS301877,CD.SRS301878,CD.SRS301879,UC.SRS071964,UC.SRS071970,UC.SRS071978,UC.SRS071981,UC.SRS071982,UC.SRS071988,HE.SRS011061,HE.SRS011084,HE.SRS011134,HE.SRS011239,HE.SRS011271,HE.SRS011302,HE.SRS011405,HE.SRS011452,HE.SRS011529,HE.SRS011586,HE.SRS012273,HE.SRS012902,HE.SRS013158,HE.SRS013215,HE.SRS013687,HE.SRS013951,HE.SRS014235,HE.SRS014923,HE.SRS014979,HE.SRS015065,HE.SRS015217,HE.SRS015578,HE.SRS015663,HE.SRS016018,HE.SRS016095,HE.SRS016335,HE.SRS016495,HE.SRS017103,HE.SRS017433,HE.SRS018427,HE.SRS018656,HE.SRS020328,HE.SRS020869,HE.SRS022713,HE.SRS016585.suspect
2.9721423703286853,0.0,0.0,K00063(D-arabinose_1-dehydrogenase),0.6659999999999999,4.77318744702209e-07,2.96652694895962e-06,3.75772325700456e-06,2.70487846367311e-06,8.81567042839753e-07,5.410137931082211e-07,2.74338294619895e-07,0.0,0.0,0.0,0.0,0.0,4.69408322592132e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09186242753558e-06,0.0,1.4890992963687802e-05,0.0,0.0,0.0,0.0,1.5471561814016e-06,2.19110562326778e-06,0.0,4.0696426390138503e-07,0.0,5.969931004827311e-07,0.0,0.0,0.0,0.0,4.45251300575704e-07,0.0,0.0,0.0,3.04346166286221e-06,0.0,0.0,0.0,1.33943606055486e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39219063497239e-07,0.0,0.0,0.0,0.0,1.9232707830027803e-06,7.503733426346941e-07,0.0,0.0
0.0,0.0,0.0,K00071(11beta-hydroxysteroid_dehydrogenase),0.7240000000000001,0.0,0.0,0.0,0.0,0.0,0.0,8.88105520041303e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,K00072(sepiapterin_reductase),0.74,0.0,0.0,5.13819124976141e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25656293871409e-05,0.0,0.0,1.00929259390102e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39294983399196e-06,0.0,2.30076246788498e-06,0.0,1.0965482234491801e-05,0.0,4.2587249742408795e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,K00079(carbonyl_reductase_(NADPH)),0.508,0.0,0.0,0.0,8.290966183554171e-07,0.0,0.0,4.84632498942865e-07,9.78531786103224e-07,0.0,0.0,2.7677186514695198e-05,2.52834903050637e-05,5.09917758637908e-06,6.97048876863725e-05,3.50076639001847e-06,0.0,0.0,0.0,0.0,3.7832970743024298e-06,0.0,0.0,0.000433067319154586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,K00081(prostaglandin-E2_9-reductase),0.73,0.0,0.0,0.0,0.0,1.5748985404226198e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917367313737429e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1536922190965097e-06,0.0,0.0,0.0,0.0,2.61767440518787e-06,0.0,0.0,0.0
0.0,0.0,0.0,K00083(cinnamyl-alcohol_dehydrogenase),0.726,0.0,0.0,1.2085196078514098e-06,0.0,4.11140404278088e-08,0.0,3.0926793582357304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47230727753261e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39307847859988e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.13511489543325e-07,6.708544354413771e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,K00084(15-hydroxyprostaglandin_dehydrogenase_(NADP)),0.5579999999999999,0.0,0.0,0.0,3.5979153261764205e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.68285647415262e-05,2.45082626509381e-05,4.94282957308811e-06,6.75676370176478e-05,0.0,0.0,0.0,0.0,0.0,3.66729582287774e-06,0.0,0.0,0.000258624236198052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,K00103(L-gulonolactone_oxidase),0.728,0.0,0.0,0.0,3.1999207471335696e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6077897381922013,3.6239689926217236,0.0,K00105(alpha-glycerophosphate_oxidase),0.364,1.4155754549916998e-07,0.0,0.0,4.54663858149052e-08,3.71977412036939e-08,3.09067168594829e-07,0.0,3.18726329265007e-06,2.8286422274009103e-06,5.14356336823737e-06,9.931501768174749e-07,3.78706732945483e-06,2.96770428623989e-06,1.25699694769555e-05,9.02656249504266e-06,5.18850651528502e-05,0.0,0.0,3.49830107567292e-06,2.17907770854422e-05,4.56160666751246e-06,6.683514700214331e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,"K00107(D-arabinono-1,4-lactone_oxidase)",0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10215029773508e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,K00109(2-hydroxyglutarate_dehydrogenase),0.6859999999999999,7.61356670870726e-08,0.0,0.0,0.0,1.33223938415461e-06,1.08056923470591e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.89917583206686e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.795320087038529e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2771251328371e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3367348639601e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.360077926184644,0.0,4.70577577321817,K00116(malate_dehydrogenase_(quinone)),0.324,3.22603339009328e-05,2.1559329946031896e-05,2.6309090310258998e-05,1.56306932763757e-05,2.35178081368912e-06,6.82231339316956e-06,2.9662847796408504e-05,3.5543414528707e-06,0.0,0.0,0.0,0.0,0.0,2.7178796657171102e-05,1.46830745926139e-06,9.542447444971848e-07,0.0,3.6957571546381204e-06,0.0,0.0,0.0,1.56722453042571e-06,0.00012598519231095702,5.117388944982401e-06,0.000221258830111596,1.68146657977047e-05,6.19290676759827e-05,1.58120544192854e-05,0.0,1.06861459184598e-06,1.1638366737928899e-06,0.0,2.32735519418276e-06,0.0,0.0,1.11804839348258e-05,0.0,0.0,4.50922791555309e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000139285644156626
4.680230835869186,0.0,4.395551939568637,K00137(aminobutyraldehyde_dehydrogenase),0.28800000000000003,6.25616933998442e-05,4.5060712491139396e-05,4.84422444429344e-05,3.14581274421073e-05,1.49930929724302e-05,1.29596098828495e-05,0.00015452512410218702,6.58166005884107e-06,1.10274603839897e-06,0.0,0.0,0.0,0.0,4.546435054745e-05,9.69797962656363e-07,1.53391649573746e-06,0.0,6.83936891647442e-06,0.0,0.0,4.29216707719901e-07,0.0,1.18228654959563e-05,1.0515623935913e-05,3.04114470423623e-05,0.0,9.33152106499635e-05,2.6723483706483604e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53011841572166e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90288657223e-06,0.0,0.0,0.0,2.1450500407761503e-06,0.0,0.0,0.0,0.0,0.000317435654970591
4.542201576915996,0.0,4.1068633367414105,K00138(aldehyde_dehydrogenase),0.264,3.42799560111261e-05,3.46015115610818e-05,3.2791811015312e-05,1.9240714281711e-05,3.7990570021110603e-06,8.49513436025269e-06,4.7105757007385295e-05,5.45921284162127e-06,2.89246710118316e-06,0.0,0.0,0.0,0.0,5.79016972223268e-06,9.542871954265551e-07,9.593499823595258e-07,0.0,4.6311154653543606e-06,5.58507938565439e-07,0.0,0.0,0.0,0.0,1.9827965697312303e-05,0.0,0.0,8.82582629740335e-05,2.2485749979773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.70085283121169e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89802576450745e-07,4.246679785994651e-06,0.0,0.0,0.0,0.0,0.00021324086647673998
2.9363116665573274,0.0,0.0,K00139(succinate-semialdehyde_dehydrogenase),0.7240000000000001,5.484193784862679e-08,2.15950561929968e-06,1.81597851853666e-06,1.5384705420268298e-06,2.4541951177724e-07,8.11679865684272e-07,2.92506059331151e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05130143383127e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55670392913436e-06,0.0,0.0,0.0,0.0,0.0,0.0
3.9159733351274175,0.0,0.0,K00141(benzaldehyde_dehydrogenase_(NAD)),0.57,8.55832660560903e-06,1.97454716815826e-06,7.75348443542877e-06,1.0994086203829598e-06,1.76707745645924e-05,3.34579657784566e-06,8.30104100695343e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.01641584087599e-05,0.0,8.425076314152141e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32851591974191e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86597844574695e-06,0.0,2.25596584560527e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4087703615975946,0.0,4.5778362507051975,K00146(phenylacetaldehyde_dehydrogenase),0.568,1.13345660874562e-06,0.0,0.0,2.4108887857072e-06,9.08545475162458e-06,2.5270849073884602e-06,9.306284172959351e-05,1.2795990336324801e-06,0.0,1.0732165400107402e-06,1.30877613821892e-07,0.0,0.0,6.616841888075699e-05,3.1224748446440803e-07,3.56196949301934e-05,0.0,7.08478199954471e-06,0.0,0.0,0.0,0.0,0.000211309872589201,0.0,2.9352399938622804e-05,0.000298937687860489,0.0,2.9298347383099703e-05,0.0,0.0,0.0,0.0,0.0,6.578663300888821e-07,0.0,0.0,0.0,0.0,6.144845263532151e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.95600013496738e-07,1.5929636037303699e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.832630746604879e-07,1.4792259792525101e-06,0.0,1.2399863753502499e-05,0.0,9.43218490227009e-07,0.0,0.0,0.00031226686576234
3.4492953695048243,0.0,0.0,K00148(glutathione-independent_formaldehyde_dehydrogenase),0.622,0.0,4.02583361939592e-06,1.58186397722946e-07,6.85369846462574e-07,7.927891751778571e-06,4.07887025008483e-06,2.64677659675126e-06,0.0,0.0,1.0624618799798e-06,2.32152975139182e-05,4.54817536281781e-05,0.0,0.0,0.0,6.299639500522729e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041828404903098e-06,0.0,4.09579352879599e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.94678595946384e-06,0.0,0.0,2.5143666295462896e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63004287866523e-06,0.0,0.0
3.049236840687854,0.0,0.0,K00149(aldehyde_dehydrogenase_family_9_member_A1),0.66,5.838561669425e-06,0.0,5.57064872861434e-07,1.4288787533696698e-06,2.29488024953934e-06,0.0,1.0529923326452498e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000328975995861822,0.0,0.0,0.0,0.0,0.0,0.0,1.6034551691428499e-06,0.0,0.0,0.0,0.0,0.0,4.99103216617352e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3952448355812197e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5534258585729403e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3106862599308275,0.0,0.0,K00150(glyceraldehyde-3-phosphate_dehydrogenase_(NAD(P))),0.494,0.000119018349492421,8.91049137934644e-06,8.4534163018748e-06,2.14598269011775e-05,1.92416056502818e-05,4.00408228082685e-05,1.79373678661909e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.243147477878321e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75588781577709e-07,0.0,0.0,0.0,0.0,0.0,1.1615268255778e-06,3.22390886277584e-06,2.82939733122151e-06,1.70266503128437e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
