,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713,HE-SRS016585
COG0011(Uncharacterized_conserved_protein),0.000203353235672,6.63357458065e-05,3.48257408028e-05,8.19236629261e-05,0.000272243191621,6.07941297362e-05,3.91918005475e-05,0.00017082093897,0.000111771189146,0.000207483951045,0.000346934832087,0.000335807279746,0.000164628883968,3.35071625198e-05,0.00015762064775,2.62633422524e-06,0.000124288918876,0.000157001568449,0.000243337684344,6.84203542062e-05,0.000436792116622,0.000149145585821,0.000704738720274,1e-09,1e-09,0.000272536752924,2.50017316382e-05,5.39081124548e-06,1e-09,1.94860111424e-06,1e-09,1e-09,2.879482701e-06,1e-09,1e-09,1e-09,1e-09,3.50804382001e-06,1.40412473083e-05,1e-09,1e-09,1e-09,1.06729385638e-05,1e-09,1e-09,4.2160792132e-05,5.75590409052e-06,3.99134372713e-06,0.000193767824456,6.78188358392e-06,7.12908656501e-06,1e-09,5.38877152572e-06,1e-09,6.50851774363e-05,1.01733444077e-05,1e-09,1e-09,5.38235084405e-06,1.13909843901e-05,1e-09,1e-09,1e-09
"COG0012(Predicted_GTPase,_probable_translation_factor)",0.000608219109588,0.000581665311882,0.000555196398315,0.000615933979143,0.000756983603073,0.000594410173574,0.000649692159518,0.00084224391648,0.000929551721633,0.000534382148788,0.000674239758088,0.000662454505264,0.000604578782741,0.00052892589301,0.000798645794834,0.00057641270854,0.000788289501885,0.000582109759389,0.000550242341112,0.000583990729111,0.000594744941499,0.000625839969761,0.000334395779689,0.000537520686191,0.00199677494229,0.000500045257984,0.000352451990519,0.000445661412055,0.000604716437247,0.000542122791569,0.00075046250859,0.000656326736516,0.000566891632813,0.000674175861852,0.000433102833239,0.000552546611982,0.000606400169259,0.00066616304906,0.00068657170052,0.000563228950216,0.00048435581579,0.000495461776009,0.0006233654287,0.000694155231435,0.000557843577323,0.000583258809458,0.00070702944459,0.000555464793698,0.000660840851712,0.000510808295865,0.000584645712823,0.000535993328071,0.000672466811289,0.000851767854116,0.000588745355642,0.000573815322793,0.000513932337913,0.000510822701927,0.00067662535096,0.000691926383119,0.000628536399755,0.000450625490632,0.000230395494563665
COG0013(Alanyl-tRNA_synthetase),0.000588214125071,0.000592010180921,0.000571395202851,0.000573711718367,0.000809414578151,0.00057255126808,0.000628633677296,0.000759010157186,0.000863819925413,0.000482772559467,0.000559388667416,0.000624204432482,0.000545315523555,0.000473366163188,0.000669396218471,0.000488428763561,0.000692847236834,0.000596802884912,0.000549407456221,0.000527511901931,0.00053435227411,0.000554549679951,5.28667648568e-05,0.00047177416948,0.000411209932972,0.000268981522539,0.000363327703872,0.000442054577377,0.000510780130308,0.00052703562921,0.00061374709518,0.000605946616086,0.000458991723922,0.000612393594838,0.000410227042364,0.000471243280248,0.000560145084277,0.000632143927197,0.000575238911322,0.000483972959335,0.000464236138127,0.000482164973511,0.000610431526646,0.000611284684329,0.000510340764865,0.000515822649081,0.000658432386234,0.000527995490925,0.000601503791522,0.000488062935566,0.000565579339647,0.00055979043969,0.000658049653053,0.000822560974338,0.000514938968794,0.000556618071471,0.000555665089406,0.000535992574385,0.000653564038489,0.000645923300252,0.000553257559067,0.000422121147454,0.000292422899019015
COG0014(Gamma-glutamyl_phosphate_reductase),0.000233294163241,0.00051553733486,0.000466372930326,0.000401672140899,0.000635732329331,0.000387730103234,0.000486689728966,0.000321352873981,0.000238687195555,0.000417408494346,0.00063389020265,0.00056757989948,0.000479794078219,0.000290466800435,0.000379187614787,0.000211515753812,0.000280150002352,0.000327070948132,0.000434274658128,0.000439599902399,0.000486835143029,0.000398810826403,8.01874013826e-05,0.000495320589579,6.19624013587e-05,0.000871466467728,0.000401102827196,0.000439306641759,0.000386201887277,0.00039744253588,0.000312877199839,0.000318626016835,0.000494758889938,0.000561841834407,0.000375387726283,0.000466989854908,0.00041204807091,0.000286432092785,0.000313040067852,0.000493823881013,0.000333398787115,0.000489457215372,0.000436238488101,0.000419399262386,0.000390676690508,0.000450845960332,0.000475208468903,0.000406745085438,0.000551089978092,0.000369008230072,0.000422186468384,0.000391469747972,0.000278632062769,0.000212652914984,0.000611522359128,0.000464470023058,0.000456086511013,0.000445746609527,0.000388829600585,0.000314880889098,0.000365928776796,0.000447836538624,0.00031903898817053303
COG0015(Adenylosuccinate_lyase),0.000594637652808,0.000553583139154,0.00053352258558,0.000569852531294,0.000794089469518,0.00057295647449,0.000592621889929,0.00115639864015,0.00132164700375,0.000583187264889,0.000639499817082,0.000730427912824,0.000652975540302,0.000691214874913,0.00102877174885,0.000927898567602,0.00116443048273,0.000699392257482,0.000595358134891,0.000577445746649,0.000689819512194,0.000594481592384,0.000113838427943,0.000410616451566,0.000915395053039,0.000126445890212,0.000288180149285,0.000408276694524,0.000520797635149,0.000497756283745,0.000455247046674,0.000631905231788,0.000581195167706,0.000560553637073,0.000480592338277,0.000452900158724,0.000548636093083,0.000385943340923,0.000390729144889,0.000520235495622,0.000422353688103,0.000488266896038,0.000627007029509,0.000452234581031,0.000579113119777,0.000629182167249,0.000569905165507,0.000533205179985,0.000649631698847,0.000536129727525,0.000590651760894,0.000556427648348,0.000432032655132,0.000299141739545,0.000577564050286,0.000604540284342,0.000567193409498,0.000498649490495,0.000632987114729,0.000501459727322,0.000566696512755,0.000535579044014,0.000244426773311981
COG0016(Phenylalanyl-tRNA_synthetase_alpha_subunit),0.000604003686914,0.000511343904043,0.000491231775803,0.00056434826791,0.000759497729162,0.000566892072863,0.000531500719886,0.000662926228623,0.000709737451092,0.00055121562449,0.000495430346961,0.000530697667007,0.000548051770638,0.00046675409383,0.00061106573483,0.000511524056969,0.000613370777435,0.00057127043495,0.000551155835484,0.000503923029609,0.000646556601519,0.000578263467566,2.90187024398e-05,0.000351358199307,0.000312605572656,0.000186865799029,0.000322928422432,0.000381697457884,0.000483456880017,0.000545483680343,0.000727227867956,0.000584952206257,0.000587996902407,0.000631907719623,0.000438446301183,0.00040846178244,0.000590274509407,0.000655947706781,0.000695673674853,0.000441898958542,0.00044271622507,0.000376918699084,0.000634673354224,0.000706171101916,0.000569217412045,0.000575259763823,0.000758790795676,0.000538302485958,0.000615414324711,0.00047959613808,0.000596333144074,0.000551632210126,0.000585823341539,0.000831669708912,0.000611831356955,0.000563999808966,0.000542613679195,0.000452914985531,0.000706490645201,0.000700758114289,0.000590003769483,0.000419488736731,0.000234601878343845
COG0017(Aspartyl/asparaginyl-tRNA_synthetases),0.000568392377985,0.00067857599422,0.000747802898542,0.000685826358577,0.000528498201214,0.000615207797475,0.000800357400298,0.000469203189619,0.000453594462732,0.00081578480153,0.00036931945516,0.000382913886993,0.000522786118917,0.00063298229978,0.00054002981568,0.000658009689052,0.000458153281614,0.000810462743366,0.0007678280266,0.000837991444739,0.000687979893314,0.000754423439167,0.000273687221805,0.000666581506067,0.000165962809821,9.90960590818e-05,0.000484714305225,0.000485329705007,0.000579837362096,0.000578568608454,0.00083010762232,0.000742526256739,0.000626487189686,0.000804735205253,0.000486489575583,0.000509877933857,0.00065259064151,0.000811463056532,0.000802553648959,0.000521528996681,0.000494299768219,0.000488941502192,0.000609016955314,0.000596898210167,0.000630637433299,0.000504320970377,0.000762643288867,0.000586179284046,0.000576153262361,0.000568934038452,0.000720719585451,0.00057891117867,0.000610140537526,0.000818860495733,0.000543878990296,0.000626544223329,0.000723612616759,0.000579741732997,0.000542743436757,0.000729643685295,0.000735617868607,0.000686829111618,0.00027854894323140405
COG0018(Arginyl-tRNA_synthetase),0.000609190239892,0.000546399662823,0.00050251642524,0.00058764137132,0.000776110212917,0.000584649267855,0.000573177457616,0.000709318206567,0.000773539306359,0.000491089222147,0.000727982693758,0.000745686174246,0.000641151813741,0.000502289321282,0.000667553898895,0.000538747758357,0.0006797935697,0.000580768373122,0.000502625471795,0.000524034275317,0.000561758112222,0.000572276926488,8.3339887018e-05,0.000608270179057,0.000149110337167,0.000822204045167,0.000352125258627,0.000458144293142,0.000516604840881,0.000590151486936,0.000769402354831,0.000684268922882,0.000507393232055,0.000641716916947,0.000502247441593,0.0004957892513,0.000665380933194,0.000671910829059,0.000760156554509,0.000559819237871,0.000475545866396,0.000456558146639,0.000599216406946,0.000718665931069,0.000586938804152,0.00054271707749,0.000662517933871,0.000557677195627,0.000707221812708,0.000546484219306,0.000635541269315,0.000571481189971,0.000533728357335,0.000642904898268,0.000594923817678,0.000648151991172,0.000595320287494,0.000493487406771,0.000750903057252,0.000644256700714,0.000625347485684,0.000471609890545,0.000240761482447764
COG0019(Diaminopimelate_decarboxylase),0.000668606887107,0.000785492551278,0.000733058899401,0.000788699441678,0.000839001522874,0.000792729923551,0.000958955820248,0.000613437831362,0.000633951489317,0.00101708316917,0.000784931858607,0.000753486357623,0.000709986544689,0.000850477208844,0.000723253727183,0.000831758817585,0.000652555461439,0.000724364597159,0.00103900648915,0.00115512673858,0.000803451025993,0.00091883088775,0.000207277205304,0.000696160953799,0.000803979307147,0.000117977388565,0.000464260136227,0.000574958291155,0.000813098081313,0.000838733807615,0.000841421372923,0.000925918253334,0.0010020185277,0.000914226032723,0.000770467425646,0.000692599605079,0.00110957431217,0.000630093973558,0.000647054689115,0.000693643791912,0.000629835437155,0.000735492212144,0.000962910503109,0.000649321138566,0.000915938764577,0.000793785296268,0.000854974190022,0.000907720290614,0.00113179610934,0.000781162932717,0.000914258798769,0.000905989601128,0.000737102914061,0.000475977162652,0.00110113846761,0.000983419925147,0.000849913477027,0.000830354445884,0.000969545448429,0.000868307674568,0.000853171487407,0.000690144022405,0.00031536000323079106
COG0020(Undecaprenyl_pyrophosphate_synthase),0.000551416499119,0.000506886340615,0.000501198263878,0.000551705599577,0.000648476266162,0.000534580315232,0.000531163439841,0.000564180330931,0.000590658031962,0.00045485818144,0.000617243904501,0.000597673120245,0.000526389527316,0.000485866031471,0.000589830889984,0.000464960542083,0.000545272397855,0.000507864940909,0.000480062032252,0.000467889486961,0.000507843383712,0.000559138291072,1e-09,0.000451433216219,0.00037654170218,0.000502409261456,0.000413458423131,0.000465462298041,0.000498233571908,0.000491632664201,0.000683261541448,0.000586669039527,0.000653370493756,0.000560130976702,0.000458500680915,0.000454036864055,0.000597473609879,0.000572245938816,0.000564536570223,0.00047649428645,0.000482256179979,0.000467469960923,0.000565519124918,0.000582452527328,0.000534055610088,0.00048032018723,0.000423976727865,0.000511527514046,0.000536035342888,0.000486908331482,0.000575143564918,0.000507074507831,0.000557042426522,0.000807574889704,0.00046520442764,0.000554783668877,0.000518597411597,0.000457262931531,0.000560260244764,0.000549728739841,0.000527675279525,0.000444482606391,0.000292859531611737
COG0021(Transketolase),0.00042240011289,0.000156318629751,0.000160141483138,0.000142442221914,0.000180574556578,0.000231432310667,0.000194518985192,0.000211063343223,0.000146535268094,3.18362422819e-05,0.00033371733274,0.000281092170797,0.000206573054621,0.00013023292829,0.000215902385013,0.000163619231341,0.000186529194478,0.000128929881952,7.96242342374e-05,6.60537801933e-05,0.000125575290691,0.000156088468094,0.000421032103911,0.000309659062018,0.000363315466263,0.000270990749247,0.000550037750036,0.000375213705477,0.000335898532749,0.000414103100839,0.000489728517233,0.00035801370469,0.000350929450121,0.000149662489499,0.000337140473911,0.000389661532092,0.000523223679361,0.000499793602154,0.000299435782249,0.000394203217919,0.000357452943029,0.000323419452002,0.000493390078169,0.000181726685264,0.000316942928158,0.000125039046091,0.000235082850562,0.000258728036924,0.000114596582162,0.000315704551994,0.000352715424105,0.000474751587236,0.000438667708781,0.000571849576497,3.28900435872e-05,0.000464368309696,0.00047101561483,0.000305462809768,0.000426249707595,0.000424172861331,0.000327032012659,0.000389171427819,0.00055361679011274
"COG0022(Pyruvate/2-oxoglutarate_dehydrogenase_complex,_dehydrogenase_(E1)_component,_eukaryotic_type,_beta_subunit)",0.000160723993744,3.98397460013e-05,5.76216292244e-05,5.84153249419e-05,0.000211417773243,0.000120198156843,6.18153640914e-05,0.000106172142171,6.05484861546e-05,6.71880114237e-06,2.9741095594e-05,4.0186794348e-05,5.7448439221e-05,8.69151900203e-05,0.000110218989161,0.000131072568978,7.89228151183e-05,8.79390429112e-05,5.28576210322e-06,4.05472163467e-05,5.64696904876e-06,8.69312551334e-05,0.000185793943639,0.000169503299605,1e-09,0.000339204860393,6.08643527437e-05,0.000188029731084,0.000208903865799,3.80114242408e-05,5.42030424011e-05,7.6577170635e-05,3.17147251242e-05,3.67443827296e-05,0.000176090312313,0.000366385713469,4.1110075737e-05,7.2846440287e-05,0.0001401763591,0.000131670435662,0.000164974427312,0.000357558002048,9.63515151618e-05,2.25794875104e-05,8.07386470353e-05,3.84519039275e-05,5.12171038937e-05,5.42707828902e-05,5.73186956708e-05,7.45459982366e-05,3.17764491186e-05,0.000193221562773,0.000120852546199,9.99480231635e-05,1.13545065189e-05,0.000118984764757,4.80667006752e-05,0.000100768711214,7.63851809294e-05,0.000102914290349,0.000126319185249,8.14797588101e-05,1e-09
COG0023(Translation_initiation_factor_1_(eIF-1/SUI1)_and_related_proteins),0.000166908313543,4.08738177197e-05,5.54920051079e-05,5.65058925048e-05,4.17507307803e-05,0.000185519745374,8.54331377934e-05,1.03539868728e-05,1.66714031557e-05,1e-09,1e-09,1e-09,1e-09,2.48377099135e-05,1e-09,1e-09,7.59811530517e-05,5.94990122463e-06,5.79433414322e-06,1e-09,1e-09,9.74766670436e-06,1e-09,0.00029029862332,0.000274568234897,0.00029893767966,0.000216429590731,0.000269844708983,0.00033230153979,0.000294103871706,0.000154859337458,0.000307480361611,9.00172757576e-05,9.77502305345e-05,0.000353040358268,0.000382248260712,0.000156988000573,0.000181952607292,0.000197969997514,0.000442278996409,0.000352258114648,0.000435985879601,0.000187521457221,5.90589002379e-05,0.000203753568479,8.7146926178e-05,4.57588267229e-05,0.000208757963263,4.3036089015e-05,0.000295833432311,0.000279699588378,0.000435526241855,0.000255887120939,0.000185536222377,4.30350453e-05,0.000306925707944,0.000444898659232,0.000312059424269,0.000338952783033,0.00026799429765,0.000202520667411,0.000393362636294,0.0002105395701335
