CD_HE_median_ratio,KEGG_names,LS_HE_median_ratio,UC_HE_median_ratio
1.0,K00643(5-aminolevulinate_synthase),603.6496115138649,1.0
1.0,K00650(lecithin-cholesterol_acyltransferase),829.7692314435799,1.0
1.0,K00654(serine_palmitoyltransferase),4008.671269770469,1.0
1.0,"K00667(fatty_acid_synthase_subunit_alpha,_fungi_type)",70.1987572448553,1.0
1.0,K00672(formylmethanofuran--tetrahydromethanopterin_N-formyltransferase),15010.811161071899,1.0
1.0,K00673(arginine_N-succinyltransferase),15704.740871637801,1.0
1.0,"K00706(1,3-beta-glucan_synthase)",40.9583474607124,1.0
1.0,K00716(galactoside_3(4)-fucosyltransferase_3),444.4832109618279,1.0
1.0,K00725((N-Acetylneuraminyl)-galactosylglucosylceramideN-acetylgalactosaminyltransferase),741.525435647074,1.0
1.0,"K00727(beta-1,3-galactosyl-O-glycosyl-glycoproteinbeta-1,6-N-acetylglucosaminyltransferase)",4574.19698997365,1.0
1.0,K00731(glycoprotein-N-acetylgalactosamine_3-beta-galactosyltransferase),4508.34600847541,1.0
1.0,K00734(galactosylxylosylprotein_3-beta-galactosyltransferase),6817.095346871539,1.0
1.0,K00801(farnesyl-diphosphate_farnesyltransferase),6158.909568099829,1.0
1.0,K00809(deoxyhypusine_synthase),5657.53904333298,1.0
1.0,K00811(aspartate_aminotransferase),42985.5967419439,1.0
1.0,K00829(diaminobutyrate-pyruvate_transaminase),1089.71353867012,1.0
1.0,K00862(erythritol_kinase),660.0742252782188,1.0
1.0,K00871(phosphorylase_kinase_gamma_subunit),987.3430810410299,1.0
1.0,K00875(D-ribulokinase),1747.39317385531,1.0
1.0,K00887(undecaprenol_kinase),317.748538575428,1.0
1.0,K00900(6-phosphofructo-2-kinase),50.0834219306309,1.0
1.0,K00909(rhodopsin_kinase),1054.23833704057,1.0
1.0,K00914(phosphatidylinositol_3-kinase),2954.2852791857204,1.0
1.0,K00916([RNA-polymerase]-subunit_kinase),367.86124484283,1.0
1.0,K00918(ADP-dependent_phosphofructokinase/glucokinase),91.28518232955697,1.0
1.0,"K00922(phosphatidylinositol-4,5-bisphosphate_3-kinase)",8981.73557915262,1.0
1.0,K00953(FAD_synthetase),55.312467509325195,1.0
1.0,K00958(sulfate_adenylyltransferase),636.096171892042,1.0
1.0,K00967(ethanolamine-phosphate_cytidylyltransferase),140.21161635577496,1.0
1.0,K00988(ATP_adenylyltransferase),178.63807624150397,1.0
1.0,K00999(CDP-diacylglycerol--inositol_3-phosphatidyltransferase),415.95073191919704,1.0
1.0,K01001(UDP-N-acetylglucosamine--dolichyl-phosphateN-acetylglucosaminephosphotransferase),6135.05502746553,1.0
1.0,K01004(phosphatidylcholine_synthase),377.1427873096379,1.0
1.0,K01044(carboxylesterase),2173.72078060538,1.0
1.0,K01047(phospholipase_A2),1196.69301558142,1.0
1.0,K01049(acetylcholinesterase),363.372679873069,1.0
1.0,K01083(3-phytase),778.394175128505,1.0
1.0,K01093(4-phytase_/_acid_phosphatase),58963.943175976594,1.0
1.0,K01097(N-acylneuraminate-9-phosphatase),86.57748195896468,1.0
1.0,K01122(ectonucleotide_pyrophosphatase/phosphodiesterase_family_member_2),43.3692511514306,1.0
1.0,K01127(glycosylphosphatidylinositol_phospholipase_D),891.355747692391,1.0
1.0,K01146(exodeoxyribonuclease_VII),18239.031535210994,1.0
1.0,K01158(deoxyribonuclease_II),7510.312820960529,1.0
1.0,K01170(tRNA-intron_endonuclease),5985.258856087889,1.0
1.0,K01229(lactase-phlorizin_hydrolase),174.364577155371,1.0
1.0,K01233(chitosanase),1800.76886061753,1.0
1.0,K01253(microsomal_epoxide_hydrolase),6605.845601130619,1.0
1.0,K01275(cathepsin_C),6732.535961052889,1.0
1.0,K01280(tripeptidyl-peptidase_II),312.629205596073,1.0
1.0,K01294(carboxypeptidase_E),118.45313383253999,1.0
1.0,K01335(component_factor_B),103.33226751744799,1.0
1.0,K01336(cerevisin),701.946976396335,1.0
1.0,K01344(protein_C_(activated)),195.67814337240895,1.0
1.0,K01355(omptin),8456.180492984951,1.0
1.0,K01388(matrix_metalloproteinase-1_(interstitial_collagenase)),1983.6273159368802,1.0
1.0,K01389(neprilysin),1005.9583831881599,1.0
1.0,K01392(thimet_oligopeptidase),74.28072312017589,1.0
1.0,"K01397(matrix_metalloproteinase-7_(matrilysin,_uterine))",879.810372012685,1.0
1.0,K01402(matrix_metalloproteinase-8_(neutrophil_collagenase)),660.460620432967,1.0
1.0,K01411(nardilysin),36.842200975865204,1.0
1.0,K01413(matrix_metalloproteinase-12_(macrophage_elastase)),519.9365917537749,1.0
1.0,K01427(urease),428.87253551446895,1.0
1.0,K01434(penicillin_amidase),292.075427068018,1.0
1.0,K01458(N-formylglutamate_deformylase),3966.4195489799595,1.0
1.0,K01459(N-formylglutamate_deformylase),8858.00075470153,1.0
1.0,K01477(allantoicase),282.572978842249,1.0
1.0,K01484(succinylarginine_dihydrolase),15704.740871637801,1.0
1.0,K01499(methenyltetrahydromethanopterin_cyclohydrolase),5036.67879280863,1.0
1.0,K01502(aliphatic_nitrilase),723.523979701582,1.0
1.0,K01574(acetoacetate_decarboxylase),550.1609833578939,1.0
1.0,K01576(benzoylformate_decarboxylase),628.1676478983029,1.0
1.0,K01612(4-hydroxybenzoate_decarboxylase),6974.9450637499,1.0
1.0,K01617(4-oxalocrotonate_decarboxylase),4331.152813287489,1.0
1.0,"K01622(fructose_1,6-bisphosphate_aldolase/phosphatase)",7917.89040054977,1.0
1.0,K01656(anthranilate_synthase_/_indole-3-glycerol_phosphate_synthase),134.793469451874,1.0
1.0,K01690(phosphogluconate_dehydratase),18795.219530944,1.0
1.0,K01694(),1873.8450150016997,1.0
1.0,K01718(pseudouridylate_synthase),56.0602526398543,1.0
1.0,K01724(4a-hydroxytetrahydrobiopterin_dehydratase),4020.8000006364196,1.0
1.0,K01725(cyanate_lyase),21543.959953250196,1.0
1.0,K01732(pectate_disaccharide-lyase),661.324268785049,1.0
1.0,K01757(strictosidine_synthase),1745.1850467423199,1.0
1.0,K01763(selenocysteine_lyase),1999.38861790114,1.0
1.0,K01796(alpha-methylacyl-CoA_racemase),32787.7956989535,1.0
1.0,K01800(maleylacetoacetate_isomerase),1053.55215482287,1.0
1.0,K01851(salicylate_biosynthesis_isochorismate_synthase),300.55951985447103,1.0
1.0,K01855(UDP-galactopyranose_mutase),1970.6720601582801,1.0
1.0,K01896(medium-chain_acyl-CoA_synthetase),133.933572946912,1.0
1.0,K01900(succinyl-CoA_synthetase_beta_subunit),59.90279397821809,1.0
1.0,K01907(acetoacetyl-CoA_synthetase),144.90543388843997,1.0
1.0,K01909(long-chain-fatty-acid--[acyl-carrier-protein]_ligase),51.6071064016623,1.0
1.0,K01947(biotin),1434.2315400158702,1.0
1.0,K01969(3-methylcrotonyl-CoA_carboxylase_beta_subunit),617.0683918992279,1.0
1.0,K02101(arabinose_operon_protein_AraL),7559.81918333668,1.0
1.0,K02136(F-type_H+-transporting_ATPase_subunit_gamma),9304.678350689639,1.0
1.0,K02137(F-type_H+-transporting_ATPase_oligomycin_sensitivity_conferralprotein),9088.46887118479,1.0
1.0,K02149(V-type_H+-transporting_ATPase_subunit_D),407.5144444603329,1.0
1.0,K02151(V-type_H+-transporting_ATPase_subunit_F),31965.6264147206,1.0
1.0,K02152(V-type_H+-transporting_ATPase_subunit_G),21386.318252393798,1.0
1.0,K02196(heme_exporter_protein_D),19065.558195839894,1.0
1.0,K02201(pantetheine-phosphate_adenylyltransferase),17140.376291014298,1.0
1.0,K02208(cyclin-dependent_kinase_8/11),206.81407326513798,1.0
1.0,K02212(minichromosome_maintenance_protein_4_(cell_division_control_protein54)),4670.822334766459,1.0
1.0,K02213(cell_division_control_protein_6),3761.9027712242596,1.0
1.0,K02214(cell_division_control_protein_7),999.741155690407,1.0
1.0,K02223(circadian_locomoter_output_cycles_kaput_protein),285.248860310514,1.0
1.0,K02229(precorrin-3B_synthase),222.88244835634498,1.0
1.0,K02239(competence_protein_ComER),6524.807397284909,1.0
1.0,K02241(competence_protein_ComFB),8503.59177941751,1.0
1.0,K02250(competence_protein_ComK),293.8617400925411,1.0
1.0,K02259(cytochrome_c_oxidase_subunit_XV_assembly_protein),469.3596945665171,1.0
1.0,K02274(cytochrome_c_oxidase_subunit_I),498.95452677748494,1.0
1.0,K02288(phycocyanobilin_lyase_alpha_subunit),6401.6838884187,1.0
1.0,K02289(phycocyanobilin_lyase_beta_subunit),3333.44619005355,1.0
1.0,K02292(beta-carotene_ketolase_(CrtO_type)),1010.80325558519,1.0
1.0,"K02293(phytoene_dehydrogenase,_phytoene_desaturase)",1493.73507705679,1.0
1.0,K02301(protoheme_IX_farnesyltransferase),56178.903600228594,1.0
1.0,K02308(death-associated_protein_6),271.377878686766,1.0
1.0,K02320(DNA_polymerase_alpha_subunit_A),1664.0076695325502,1.0
1.0,K02322(DNA_polymerase_II_large_subunit),20313.092546005,1.0
1.0,K02323(DNA_polymerase_II_small_subunit),17559.115390728395,1.0
1.0,K02327(DNA_polymerase_delta_subunit_1),1817.23565538348,1.0
1.0,K02330(DNA_polymerase_beta_subunit),479.4151819330759,1.0
1.0,K02344(DNA_polymerase_III_subunit_psi),145754.69221671496,1.0
1.0,K02352(drp35),1709.45408619011,1.0
1.0,K02394(flagellar_P-ring_protein_precursor_FlgI),31769.148582215897,1.0
1.0,K02473(UDP-N-acetylglucosamine_4-epimerase),101.499164985979,1.0
1.0,K02506(leader_peptidase_HopD),9483.646392657249,1.0
1.0,"K02509(2-oxo-hept-3-ene-1,7-dioate_hydratase)",21353.572189086797,1.0
1.0,K02568(cytochrome_c-type_protein_NapB),26310.090310258995,1.0
1.0,K02589(nitrogen_regulatory_protein_PII_1),4752.780435024839,1.0
1.0,K02590(nitrogen_regulatory_protein_PII_2),1473.05682994572,1.0
1.0,K02596(nitrogen_fixation_protein_NifX),11098.286401615,1.0
1.0,K02603(origin_recognition_complex_subunit_1),1682.67719408052,1.0
1.0,K02604(origin_recognition_complex_subunit_2),3833.646425557279,1.0
1.0,K02613(phenylacetic_acid_degradation_NADH_oxidoreductase),6782.27076222925,1.0
1.0,K02615(acetyl-CoA_acetyltransferase),4469.389648683329,1.0
1.0,K02633(period_circadian_protein),64.6310061378182,1.0
1.0,K02670(twitching_motility_protein_PilU),564.923544817465,1.0
1.0,K02677(classical_protein_kinase_C),13176.792617319099,1.0
1.0,K02683(DNA_primase),6102.9083625370895,1.0
1.0,K02685(DNA_primase_large_subunit),18673.280217320895,1.0
1.0,K02686(primosomal_replication_protein_N),1269.95621728313,1.0
1.0,K02690(photosystem_I_P700_chlorophyll_a_apoprotein_A2),858.9767544981669,1.0
1.0,K02717(photosystem_II_oxygen-evolving_enhancer_protein_2),8137.320914355009,1.0
1.0,"K02757(PTS_system,_beta-glucosides-specific_IIC_component)",4264.397883444529,1.0
1.0,"K02804(PTS_system,_N-acetylglucosamine-specific_IIC_component)",16467.534853143898,1.0
1.0,"K02810(PTS_system,_sucrose-specific_IIC_component)",10409.428745448698,1.0
1.0,"K02812(PTS_system,_sorbose-specific_IIA_component)",36961.7752695569,1.0
1.0,"K02819(PTS_system,_trehalose-specific_IIC_component)",5779.472622674759,1.0
1.0,K02866(large_subunit_ribosomal_protein_L10e),8965.130011146271,1.0
1.0,K02869(large_subunit_ribosomal_protein_L12),4895.1253531596285,1.0
1.0,K02875(large_subunit_ribosomal_protein_L14e),11283.352238285499,1.0
1.0,K02877(large_subunit_ribosomal_protein_L15e),6838.329382596379,1.0
1.0,K02883(large_subunit_ribosomal_protein_L18e),7363.895276877099,1.0
1.0,K02885(large_subunit_ribosomal_protein_L19e),8399.34628611261,1.0
1.0,K02889(large_subunit_ribosomal_protein_L21e),7692.63747222119,1.0
1.0,K02893(large_subunit_ribosomal_protein_L23Ae),1382.10113967113,1.0
1.0,K02896(large_subunit_ribosomal_protein_L24e),7167.4896729516095,1.0
1.0,K02910(large_subunit_ribosomal_protein_L31e),8424.48565693844,1.0
1.0,K02912(large_subunit_ribosomal_protein_L32e),9109.24119022643,1.0
1.0,K02915(large_subunit_ribosomal_protein_L34e),6956.202335256559,1.0
1.0,K02921(large_subunit_ribosomal_protein_L37Ae),5676.698864504279,1.0
1.0,K02924(large_subunit_ribosomal_protein_L39e),8424.48565693844,1.0
1.0,K02927(large_subunit_ribosomal_protein_L40e),3113.7176802275,1.0
1.0,K02929(large_subunit_ribosomal_protein_L44e),7980.896602545759,1.0
1.0,K02930(large_subunit_ribosomal_protein_L4e),7021.505960066559,1.0
1.0,K02944(large_subunit_ribosomal_protein_LX),8424.48565693844,1.0
1.0,K02962(small_subunit_ribosomal_protein_S17e),7632.376077133839,1.0
1.0,K02966(small_subunit_ribosomal_protein_S19e),8424.48565693844,1.0
1.0,K02974(small_subunit_ribosomal_protein_S24e),6041.693790771919,1.0
1.0,K02977(small_subunit_ribosomal_protein_S27Ae),10645.2822257634,1.0
1.0,K02978(small_subunit_ribosomal_protein_S27e),7980.896602545759,1.0
1.0,K02979(small_subunit_ribosomal_protein_S28e),6771.8875457004,1.0
1.0,K02984(small_subunit_ribosomal_protein_S3Ae),7846.452089125239,1.0
1.0,K02987(small_subunit_ribosomal_protein_S4e),7852.57361521661,1.0
1.0,K02991(small_subunit_ribosomal_protein_S6e),20313.6626371012,1.0
1.0,K02995(small_subunit_ribosomal_protein_S8e),6217.674243507739,1.0
1.0,K03006(DNA-directed_RNA_polymerase_II_subunit_A),272.279746405992,1.0
1.0,K03013(DNA-directed_RNA_polymerase_II_subunit_E),12660.1968441759,1.0
1.0,K03014(DNA-directed_RNA_Polymerase_II_subunit_F),18030.3741209336,1.0
1.0,K03020(DNA-directed_RNA_polymerase_III_subunit_C19),21379.108151725795,1.0
1.0,K03041(DNA-directed_RNA_polymerase_subunit_A'),48149.3992220124,1.0
1.0,"K03042(DNA-directed_RNA_polymerase_subunit_A"")",27361.531360535497,1.0
1.0,K03044(DNA-directed_RNA_polymerase_subunit_B'),24165.658095247698,1.0
1.0,"K03045(DNA-directed_RNA_polymerase_subunit_B"")",26273.168793049997,1.0
1.0,K03049(DNA-directed_RNA_polymerase_subunit_E'),18996.084520099997,1.0
1.0,"K03050(DNA-directed_RNA_polymerase_subunit_E"")",20313.6626371012,1.0
1.0,K03051(DNA-directed_RNA_polymerase_subunit_F),26921.7311527741,1.0
1.0,K03053(DNA-directed_RNA_polymerase_subunit_H),26273.168793049997,1.0
1.0,K03055(DNA-directed_RNA_polymerase_subunit_K),19817.7689691296,1.0
1.0,K03056(DNA-directed_RNA_polymerase_subunit_L),30246.102312561496,1.0
1.0,K03057(transcription_elongation_factor),15476.090751744798,1.0
1.0,K03058(DNA-directed_RNA_polymerase_subunit_N),26423.358625506098,1.0
1.0,K03062(26S_proteasome_regulatory_subunit_T2),452.762709527028,1.0
1.0,K03063(26S_proteasome_regulatory_subunit_T3),693.3623513483229,1.0
1.0,K03065(26S_proteasome_regulatory_subunit_T5),491.98631584844,1.0
1.0,K03083(glycogen_synthase_kinase_3_beta),1437.1084047777701,1.0
1.0,K03105(signal_recognition_particle_subunit_SRP19),5088.84705493124,1.0
1.0,K03108(signal_recognition_particle_subunit_SRP72),220.23024037751,1.0
1.0,K03114(mitosis_inhibitor_protein_kinase_SWE1),3626.8241101608996,1.0
1.0,K03120(transcription_initiation_factor_TFIID_TATA-box-binding_protein),20444.632368108898,1.0
1.0,K03124(transcription_initiation_factor_TFIIB),8476.998241739842,1.0
1.0,K03125(transcription_initiation_factor_TFIID_subunit_D1),120.390411850043,1.0
1.0,K03126(transcription_initiation_factor_TFIID_subunit_D10),1344.1769009974398,1.0
1.0,K03136(transcription_initiation_factor_TFIIE_alpha_subunit),9736.31249069156,1.0
1.0,K03138(transcription_initiation_factor_TFIIF_alpha_subunit),323.080148986836,1.0
1.0,K03163(DNA_topoisomerase_I),1895.19321468834,1.0
1.0,K03165(DNA_topoisomerase_III),1285.20980993426,1.0
1.0,K03166(DNA_topoisomerase_VI_subunit_A),7870.405228071919,1.0
1.0,K03167(DNA_topoisomerase_VI_subunit_B),7620.885991026559,1.0
1.0,K03170(reverse_gyrase),55.926336932742906,1.0
1.0,K03195(type_IV_secretion_system_protein_VirB10),3306.93067916648,1.0
1.0,K03200(type_IV_secretion_system_protein_VirB5),2257.61226356541,1.0
1.0,K03204(type_IV_secretion_system_protein_VirB9),3252.8935844333196,1.0
1.0,K03207(colanic_acid_biosynthesis_protein_WcaH),19245.717293533296,1.0
1.0,K03219(type_III_secretion_protein_SctC),8275.8629422633,1.0
1.0,K03220(type_III_secretion_protein_SctD),412.945327466775,1.0
1.0,K03221(type_III_secretion_protein_SctF),9823.79126993518,1.0
1.0,K03222(type_III_secretion_protein_SctJ),8978.38710326043,1.0
1.0,K03223(type_III_secretion_protein_SctL),1168.05073080447,1.0
1.0,K03226(type_III_secretion_protein_SctR),6645.671890199699,1.0
1.0,K03227(type_III_secretion_protein_SctS),7668.385567763588,1.0
1.0,K03228(type_III_secretion_protein_SctT),14714.456430372198,1.0
1.0,K03229(type_III_secretion_protein_SctU),10281.146420954301,1.0
1.0,K03231(elongation_factor_EF-1_alpha_subunit),9307.413820524389,1.0
1.0,K03232(elongation_factor_EF-1_beta_subunit),8492.08256185657,1.0
1.0,K03236(translation_initiation_factor_eIF-1A),8332.72304168622,1.0
1.0,K03237(translation_initiation_factor_eIF-2_alpha_subunit),23940.6898076373,1.0
1.0,K03238(translation_initiation_factor_eIF-2_beta_subunit),8346.799321886998,1.0
1.0,K03240(translation_initiation_factor_eIF-2B_epsilon_subunit),273.555156625808,1.0
1.0,K03242(translation_initiation_factor_eIF-2_gamma_subunit),5810.744480740619,1.0
1.0,K03252(translation_initiation_factor_eIF-3_subunit_8),102.18033735353998,1.0
1.0,K03255(protein_TIF31),233.83362383685696,1.0
1.0,K03259(translation_initiation_factor_eIF-4E),7522.573550089149,1.0
1.0,K03263(translation_initiation_factor_eIF-5A),7998.2707476885,1.0
1.0,K03264(translation_initiation_factor_eIF-6),8424.48565693844,1.0
1.0,K03265(peptide_chain_release_factor_eRF_subunit_1),7956.198772610209,1.0
1.0,K03330(glutamyl-tRNA(Gln)_amidotransferase_subunit_E),6932.93401597431,1.0
1.0,K03333(cholesterol_oxidase),2240.77332640281,1.0
1.0,K03395(gentamicin_3'-N-acetyltransferase),7456.067568793449,1.0
1.0,K03414(chemotaxis_protein_CheZ),17302.2207831587,1.0
1.0,K03421(methyl-coenzyme_M_reductase_subunit_C),14435.4103864798,1.0
1.0,K03422(methyl-coenzyme_M_reductase_subunit_D),9745.399681574101,1.0
1.0,K03432(proteasome_alpha_subunit),6908.164276382478,1.0
1.0,K03433(proteasome_beta_subunit),6917.87295602332,1.0
1.0,"K03450(solute_carrier_family_7_(L-type_amino_acid_transporter),_other)",3268.7861394139195,1.0
1.0,K03459(formate_transporter),6562.749564261089,1.0
1.0,K03462(nicotinamide_phosphoribosyltransferase),7111.763383735839,1.0
1.0,K03511(DNA_polymerase_kappa_subunit),638.398950231786,1.0
1.0,K03514(DNA_polymerase_sigma_subunit),95.98840996365828,1.0
1.0,K03516(flagellar_protein_FlhE),18795.219530944,1.0
1.0,K03537(ribonuclease_P_subunit_P14),5950.257192852419,1.0
1.0,K03538(ribonuclease_P_subunit_P29),7852.57361521661,1.0
1.0,K03539(ribonuclease_P_subunit_Rpp30),5950.257192852419,1.0
1.0,"K03552(holliday_junction_resolvase,_archaea_type)",8001.757642095609,1.0
1.0,K03598(sigma-E_factor_negative_regulatory_protein_RseB),28773.174340973994,1.0
1.0,K03619(hydrogenase-1_operon_protein_HyaE),15907.2869139174,1.0
1.0,K03622(archaea-specific_DNA-binding_protein),9667.39115374058,1.0
1.0,K03678(exosome_complex_component_RRP45),279.08295184237295,1.0
1.0,K03683(ribonuclease_T),28960.575568032396,1.0
1.0,K03690(hypothetical_protein),33343.074387898996,1.0
1.0,K03731(trehalose_6-phosphate_phosphorylase),85.3934059700317,1.0
1.0,K03793(pteridine_reductase),553.869378474328,1.0
1.0,K03795(sirohydrochlorin_cobaltochelatase),13253.9259822434,1.0
1.0,K03821(polyhydroxyalkanoate_synthase),369.185590679435,1.0
1.0,K03851(taurine-pyruvate_aminotransferase),62.1099092977046,1.0
1.0,K03875(F-box_and_leucine-rich_repeat_protein_1_(S-phase_kinase-associatedprotein_2)),1151.2697576293199,1.0
1.0,K03878(NADH_dehydrogenase_I_subunit_1),505.83818395257293,1.0
1.0,K03884(NADH_dehydrogenase_I_subunit_6),1794.4743050884,1.0
1.0,K03886(menaquinol-cytochrome_c_reductase_iron-sulfur_subunit),712.7361610593299,1.0
1.0,K03896(acetyl_CoA:N6-hydroxylysine_acetyl_transferase),472.728633880501,1.0
1.0,K03911(antithrombin_III),2138.4340866346297,1.0
1.0,K03918(L-lysine_6-transaminase),173.44368953892499,1.0
1.0,K03919(alkylated_DNA_repair_protein),15254.727375324697,1.0
1.0,K03970(phage_shock_protein_B),23521.330844545697,1.0
1.0,K03971(phage_shock_protein_D),15914.453758091699,1.0
1.0,K03982(plasminogen_activator_inhibitor-1),1879.15906520362,1.0
1.0,K03983(alpha-2-antiplasmin),296.99501307519694,1.0
1.0,K03991(mannose-binding_lectin),410.355606891855,1.0
1.0,K04001(C1_inhibitor),308.34917127751197,1.0
1.0,K04020(phosphotransacetylase),16657.1182274489,1.0
1.0,K04037(light-independent_protochlorophyllide_reductase_subunit_L),222.25898437435796,1.0
1.0,K04046(hypothetical_chaperone_protein),22554.923266533395,1.0
1.0,K04058(type_III_secretion_protein_SctW),9473.701286029931,1.0
1.0,K04093(chorismate_mutase),24878.398303219394,1.0
1.0,K04097(glutathione_S-transferase),16647.2252317123,1.0
